timeslot,discomcode,revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,Total_EXPP,OpenAccess,InterDiscomTransfer,Losses,idtexbil,Total
11,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,4.0800,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,4.4000,0.0000,0.0000,0.0000,19.0200,14.5300,12.3400,10.5400,8.5000,15.6200,21.4100,6.7700,57.3500,5.0600,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.6600,70.6700,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,28.2600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1150.4747,315.43,0.00,15.6472,0.00,1450.2575
12,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,4.0800,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,4.4000,0.0000,0.0000,0.0000,19.0200,14.5300,11.9500,10.5400,8.5000,15.6200,21.4100,6.7700,57.3500,5.0600,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.3400,70.6700,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,28.2600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1149.5647,294.43,0.00,15.8160,0.00,1428.1787
13,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,4.0800,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,4.4000,0.0000,0.0000,0.0000,19.0200,13.5900,11.9500,10.5400,8.5000,15.6200,21.4100,6.7700,57.0700,5.0100,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.0000,70.3300,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1146.9147,270.50,0.00,15.4415,0.00,1401.9732
14,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,4.0800,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,4.4000,0.0000,0.0000,0.0000,21.3700,13.5900,11.9500,10.5400,8.5000,15.6200,21.4100,6.7700,57.0700,5.0100,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.6600,69.6700,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1147.8647,249.50,0.00,15.6259,0.00,1381.7388
15,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,4.0800,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,4.4000,0.0000,0.0000,0.0000,21.3700,13.5900,11.9500,10.5400,8.5000,15.6200,21.4100,6.7700,47.0100,5.0100,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.6600,69.3300,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1146.8647,240.50,0.00,15.6931,0.00,1371.6716
16,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,4.0800,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,4.4000,0.0000,0.0000,0.0000,21.3700,13.5900,6.1700,10.5400,8.5000,15.6200,21.4100,6.7700,47.0100,5.0100,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.3400,68.3300,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1139.5647,236.50,0.00,15.6654,0.00,1360.3993
17,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,4.0800,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,4.5200,0.0000,0.0000,0.0000,19.0200,13.5900,6.1700,10.5400,8.5000,15.6200,21.4100,6.7700,47.0100,5.5300,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.0000,68.3300,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1132.5147,227.50,0.00,15.6817,0.00,1344.3330
18,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,4.0800,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,4.4600,0.0000,0.0000,0.0000,19.0200,13.5900,6.1700,10.5400,8.5000,15.6200,21.4100,6.7700,47.0100,5.5300,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.6600,68.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1131.5847,218.50,0.00,15.7495,0.00,1334.3352
19,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,4.0800,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,4.4000,0.0000,0.0000,0.0000,19.0200,13.5900,0.0000,10.5400,8.5000,15.6200,21.4100,6.7700,36.1100,5.5300,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,67.6700,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1109.5547,252.50,0.00,15.2789,0.00,1346.7758
20,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,4.0800,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,4.2900,0.0000,0.0000,0.0000,21.3700,13.5900,0.0000,10.5400,8.5000,15.6200,21.4100,6.7700,36.1100,5.5300,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.3400,67.6700,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1110.9347,241.50,0.00,15.3829,0.00,1337.0518
21,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,3.8700,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,4.1800,0.0000,0.0000,0.0000,21.3700,13.5900,0.0000,10.5400,8.5000,15.6200,21.4100,6.7700,36.1100,5.5300,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.6600,67.3300,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1108.6947,265.50,0.00,15.1625,0.00,1359.0322
22,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,3.8700,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,4.0400,0.0000,0.0000,0.0000,21.3700,13.5900,0.0000,10.5400,8.5000,15.6200,21.4100,8.1200,36.1100,5.5300,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.3400,66.6700,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1108.2247,266.50,0.00,15.1501,0.00,1359.5746
23,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,3.8700,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,3.9300,0.0000,0.0000,0.0000,19.0200,13.5900,0.0000,10.5400,8.5000,15.6200,21.4100,9.7500,36.1100,5.0100,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,66.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.6600,60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1091.1247,317.50,0.00,14.5781,0.00,1394.0466
24,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,3.8700,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,3.8100,0.0000,0.0000,0.0000,19.0200,13.5900,0.0000,10.5400,8.5000,15.6200,21.4100,21.5200,36.1100,5.0100,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.6600,59.3300,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1100.3947,307.53,0.00,14.7234,0.00,1393.2013
25,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.6700,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,3.8700,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,3.8100,0.0000,0.0000,0.0000,19.0200,13.5900,0.0000,10.5400,8.5000,15.6200,21.4100,21.5200,36.1100,5.0600,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.6100,14.7901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.3400,64.6700,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.2400,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1128.1148,265.94,0.00,12.1306,0.00,1381.9242
26,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.6700,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,3.8700,17.0500,28.0900,39.7100,32.3200,14.5300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,3.8100,0.0000,0.0000,0.0000,19.0200,13.5900,0.0000,10.5400,8.5000,15.6200,21.4100,21.5200,36.1100,5.0600,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.0100,25.9199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,69.5000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,18.0000,63.6700,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.2400,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1140.8046,258.94,0.00,12.2026,0.00,1387.5420
27,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,3.8700,17.0500,28.0900,39.7100,32.3200,14.2300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,3.8100,0.0000,0.0000,0.0000,19.0200,13.5900,0.0000,10.5400,8.5000,15.6200,21.4100,21.5200,46.1800,5.0600,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.0100,33.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.0000,0.0000,0.9900,0.0000,3.0000,0.0000,0.0000,13.3400,54.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.2400,0.0000,7.0000,0.0000,0.0000,0.0000,0.4400,0.0000,0.0000,1134.6950,277.94,0.00,11.9322,0.00,1400.7028
28,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,3.8700,17.0500,28.0900,39.7100,32.3200,14.2300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,3.8100,0.0000,0.0000,0.0000,19.0200,13.5900,0.0000,10.5400,8.5000,15.6200,21.4100,21.5200,46.1800,5.0600,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.0100,33.8054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.5000,0.0000,0.0000,3.9500,0.0000,7.0000,0.0000,0.0000,13.3400,53.3300,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.2400,0.0000,14.0000,0.0000,0.0000,0.0000,0.7700,0.0000,0.0000,1149.6201,259.94,0.00,12.2020,0.00,1397.3581
29,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,25.3900,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,3.8700,17.0500,28.0900,39.7100,32.3200,14.2300,5.0800,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,3.8400,0.0000,0.0000,0.0000,19.0200,13.5900,0.0000,10.5400,8.5000,15.6200,21.4100,21.5200,46.1800,5.0600,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0100,33.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,0.0000,0.0000,8.8900,0.0000,10.0000,0.0000,0.0000,13.3400,53.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.2400,0.0000,21.0000,0.0000,0.0000,0.0000,1.3100,0.0000,0.0000,1161.4944,227.94,0.00,12.5689,0.00,1376.8655
30,BRPL,74DSBRPL2024/09/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.1100,0.0000,13.9675,0.0000,0.0000,0.0000,0.0000,0.0000,20.5500,4.6400,62.4100,0.0000,-1.4008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,274.0900,0.0000,0.0000,3.8700,17.0500,28.0900,39.7100,32.3200,14.2300,4.8400,8.1000,0.0000,9.6800,22.2800,0.0000,0.0000,0.0000,0.0000,0.0000,45.3400,23.8300,0.0000,0.0000,28.6500,0.0000,0.0000,0.0000,22.6800,3.9000,0.0000,0.0000,0.0000,19.0200,13.5900,0.0000,10.5400,8.5000,15.6200,21.4100,6.7700,46.1800,5.0600,2.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0100,36.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.5000,0.0000,0.0000,15.8200,0.0000,13.0000,0.0000,0.0000,13.3400,52.6700,0.0000,0.0000,0.0000,0.0000,0.0000,11.4480,27.2400,0.0000,32.0000,0.0000,0.0000,0.0000,2.0500,0.0000,0.0000,1166.5651,216.94,0.00,12.6871,0.00,1370.8180
