timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL
21,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,39.5777,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,13.1412,21.3572,27.6374,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,3.0128,0.0000,0.0000,0.0000,15.4106,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,4.8817,0.0000,3.9884,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,200.0000,17.7700,0.0000,0.0000,100.0000
22,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,39.5777,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,13.1412,21.3572,27.6374,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,2.9146,0.0000,0.0000,0.0000,15.4106,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,5.8602,0.0000,3.9884,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,200.0000,17.7700,0.0000,0.0000,100.0000
23,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,39.5777,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,13.1412,21.3572,27.6374,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,2.8318,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,7.0334,0.0000,3.6141,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,200.0000,17.7700,0.0000,0.0000,100.0000
24,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,39.5777,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,13.1412,21.3572,27.6374,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,2.7489,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,15.0426,0.0000,3.6141,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,200.0000,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,200.0000,17.7700,0.0000,0.0000,100.0000
25,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,39.5777,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,2.7489,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,15.0426,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,0.7500,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,1.0000,17.5000,0.0000,0.0000,100.0000
26,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,39.5777,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,2.7489,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,15.0426,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,4.8900,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,2.0000,17.5000,0.0000,0.0000,100.0000
27,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,2.7489,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,15.0426,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,11.2200,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,5.0000,17.5000,0.0000,0.0000,0.4300
28,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,2.7489,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,15.0426,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,17.9100,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,8.0000,17.5000,0.0000,0.0000,0.7500
29,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,2.7704,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,15.0426,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,25.3500,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,10.0000,17.3200,0.0000,0.0000,1.2800
30,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,2.8134,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,4.8817,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,34.5600,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,15.0000,17.3200,0.0000,0.0000,2.0100
31,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,0.4133,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,2.8563,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,4.2979,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,45.0100,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,18.0000,17.3200,0.0000,0.0000,2.8800
32,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,1.2633,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,2.8563,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,4.2979,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,55.8800,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,25.0000,17.3200,0.0000,0.0000,3.5600
33,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,2.8933,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,3.8411,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,4.2979,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,66.3800,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,32.0000,17.1300,0.0000,0.0000,4.5600
34,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,2.8933,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,3.8411,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,4.2979,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,75.9400,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,39.0000,17.1300,0.0000,0.0000,5.6200
35,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,43.5957,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,3.8333,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,3.8411,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,4.2979,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,84.6700,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,46.0000,17.1300,0.0000,0.0000,6.6500
36,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,32.5507,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,4.7366,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,3.8411,0.0000,0.0000,0.0000,13.7170,9.4906,0.0000,7.3623,5.9387,11.2676,14.9590,4.2979,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,134.8624,0.0000,0.0000,200.0000,0.0000,0.0000,92.8600,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,53.0000,17.1300,0.0000,0.0000,7.7000
37,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,32.5507,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,5.1299,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,3.7522,0.0000,0.0000,0.0000,13.7170,8.2561,0.0000,7.3623,5.9387,11.2676,14.9590,4.2979,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,130.5120,0.0000,0.0000,200.0000,0.0000,0.0000,100.1200,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,60.0000,16.9500,0.0000,0.0000,8.6000
38,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,32.5507,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,6.1233,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,3.7522,0.0000,0.0000,0.0000,13.7170,8.2561,0.0000,7.3623,5.9387,11.2676,14.9590,4.2979,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,130.5120,0.0000,0.0000,200.0000,0.0000,0.0000,106.2200,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,66.0000,16.9500,0.0000,0.0000,9.5200
39,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,32.5507,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,7.6733,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,3.7522,0.0000,0.0000,0.0000,13.7170,8.2561,0.0000,3.6825,2.9708,11.2676,14.9590,4.2979,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,130.5120,0.0000,0.0000,200.0000,0.0000,0.0000,111.3600,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,77.0000,16.9500,0.0000,0.0000,10.4300
40,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,32.5507,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,9.1466,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.8172,21.3572,27.0536,0.0000,20.7169,10.8888,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,3.7522,0.0000,0.0000,0.0000,13.7170,8.2561,0.0000,3.6825,2.9708,11.2676,14.9590,4.2979,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,130.5120,0.0000,0.0000,200.0000,0.0000,0.0000,115.6300,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,81.0000,16.9500,0.0000,0.0000,11.5900
41,75EnNDPL2024/09/15,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9477,0.0000,23.7360,0.0000,0.0000,0.0000,63.6240,0.0000,27.6734,524.7258,32.5507,0.0000,69.6064,0.0000,0.0000,64.5600,0.0000,150.6100,10.4066,0.0000,0.0000,0.0000,0.0000,0.0000,9.3306,0.0000,0.0000,6.3814,14.1138,36.4400,0.0000,34.5150,41.8818,6.3090,5.8389,0.0000,13.7815,30.3333,0.0000,12.7518,21.2888,27.0536,0.0000,20.7169,8.1666,0.0000,0.0000,12.6816,0.0000,0.0000,0.0000,15.8437,3.7522,0.0000,0.0000,0.0000,13.7170,8.2561,0.0000,3.6825,2.9708,11.2676,14.9590,4.2979,0.0000,3.6540,2.0003,0.0000,0.0000,0.0000,130.5120,0.0000,0.0000,200.0000,0.0000,0.0000,119.9300,4.6600,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2567,0.0000,0.0000,0.0000,0.0000,87.0000,16.7600,0.0000,0.0000,12.2200
